hora,nova_cabeceira,antiga_cabeceira,aero
1672444774000,32,21,FL
1672446587000,20L,02R,RJ
1672419223000,20L,03,RJ
1672419341000,34,09,CF
1672419859000,17,10,SV
1672420138000,10,17,SV
1672451517000,17,10,SV
1672451925000,10,17,SV
1672313654000,17,10,SV
1672313797000,32,03,FL
1672420923000,10,07,SV
1672313904000,15,03,GL
1672314095000,10,17,SV
1672422117000,14,32,FL
1672422397000,21,14,FL
1672459498000,11,15,CT
1672472884000,17,10,SV
1672474646000,10,17,SV
1672476421000,15,11,CT
1672478985000,17,10,SV
1672481330000,10R,14,GR
1672422819000,14,21,FL
1672422869000,21,14,FL
1672424165000,32,21,FL
1672482337000,18,15,RF
1672314130000,15,20,GL
1672483999000,02R,20L,RJ
1672484326000,10,17,SV
1672424963000,17,10,SV
1672484721000,17,10,SV
1672425115000,18,07,RF
1672484969000,10,17,SV
1672314435000,33,15,KP
1672485215000,17,10,SV
1672485532000,10,17,SV
1672425598000,15,17,KP
1672425647000,15,18,KP
1672426115000,10,17,SV
1672426125000,03,32,FL
1672494326000,29,11,PA
1672426205000,17,10,SV
1672426616000,10,17,SV
1672426624000,32,03,FL
1672427297000,03,32,FL
1672427508000,17,10,SV
1672427702000,10,17,SV
1672427964000,32,03,FL
1672487814000,16,02R,CF
1672487987000,02R,16,RJ
1672488767000,15,18,CT
1672488976000,17,10,SV
1672428068000,17,10,SV
1672428282000,10,17,SV
1672489180000,15,21,GL
1672495126000,20L,21,RJ
1672489629000,10,17,SV
1672490411000,17,11,SV
1672491147000,34,16,CF
1672429006000,15,08,CT
1672429927000,15,34,KP
1672430323000,17,10,SV
1672430503000,10,17,SV
1672430598000,17R,35,SP
1672495801000,21,32,FL
1672431002000,03,32,FL
1672431113000,17,10,SV
1672431194000,32,03,FL
1672431431000,16,34,CF
1672431742000,18,36,RF
1672431991000,18,12,RF
1672432091000,11,29,PA
1672432269000,10,17,SV
1672432376000,20L,21,RJ
1672492624000,20R,02R,RJ
1672492794000,33,15,KP
1672495917000,02R,20L,RJ
1672496042000,32,21,FL
1672496286000,20L,02R,RJ
1672496591000,33,15,CT
1672513686000,17R,21,SP
1672498070000,21,32,FL
1672514184000,14,32,FL
1672514699000,15,33,KP
1672514739000,10,17,SV
1672579592000,17,10,SV
1672579764000,10,17,SV
1672514888000,17,10,SV
1672498713000,32,21,FL
1672580077000,17R,12,SP
1672499148000,17,10,SV
1672516021000,10,17,SV
1672516701000,32,14,FL
1672581279000,34,16,CF
1672499227000,20L,21,RJ
1672581808000,33,15,KP
1672516981000,21,32,FL
1672517337000,15,11,KP
1672499345000,10,17,SV
1672500031000,17,10,SV
1672518367000,11,29,PA
1672518771000,32,21,FL
1672582968000,21,32,FL
1672502294000,10,17,SV
1672583569000,33,16,KP
1672583765000,17R,05,SP
1672584560000,32,21,FL
1672585152000,17,10,SV
1672586641000,10,17,SV
1672587107000,17,10,SV
1672588046000,35L,17R,SP
1672588095000,10,17,SV
1672520208000,03,32,FL
1672525640000,32,03,FL
1672526076000,02R,20L,RJ
1672527935000,17R,12,SP
1672530531000,33,15,GL
1672533988000,10,17,SV
1672534868000,33,21,GL
1672536492000,15,33,GL
1672544934000,17,10,SV
1672548871000,10,17,SV
1672549768000,17,10,SV
1672571101000,20L,02R,RJ
1672589308000,15,33,KP
1672573373000,02R,20L,RJ
1672573485000,33,15,CT
1672573821000,15,21,GL
1672590429000,17,10,SV
1672590613000,10,17,SV
1672503251000,17,10,SV
1672590723000,17R,35L,SP
1672591212000,21,32,FL
1672575172000,10,17,SV
1672575361000,02R,21,RJ
1672503475000,10,17,SV
1672505403000,16,34,CF
1672577404000,15,33,CT
1672578466000,17R,35L,SP
1672578676000,20L,02R,RJ
1672591992000,14,21,FL
1672592212000,20L,21,RJ
1672593716000,17,10,SV
1672594005000,20L,23,RJ
1672505747000,17,10,SV
1672594620000,10,17,SV
1672595061000,21,14,FL
1672505792000,20L,15,RJ
1672505898000,10,17,SV
1672506312000,15,08,GL
1672596311000,17,10,SV
1672507274000,15,33,CT
1672508326000,21,32,FL
1672597624000,17R,15,SP
1672597626000,17R,23,SP
1672616211000,32,14,FL
1672617204000,02R,20L,RJ
1672617326000,17R,18,SP
1672617608000,10,17,SV
1672619241000,11L,12,BR
1672619398000,34,16,CF
1672598675000,10,17,SV
1672599179000,14,21,FL
1672624249000,16,34,CF
1672599588000,17,10,SV
1672624553000,17,10,SV
1672599867000,10,17,SV
1672624842000,10,17,SV
1672508627000,32,21,FL
1672510881000,03,32,FL
1672647210000,29,11,PA
1672651003000,20L,02R,RJ
1672651454000,15,21,GL
1672601506000,02R,23,RJ
1672653437000,02R,20L,RJ
1672512270000,17R,18,SP
1672654550000,15,08,GL
1672655332000,35L,17R,SP
1672656062000,17,10,SV
1672602526000,02R,21,RJ
1672656814000,35L,17,SP
1672512500000,32,03,FL
1672512561000,17,10,SV
1672657584000,10,17,SV
1672657589000,33,15,CT
1672604577000,21,14,FL
1672604579000,14,21,FL
1672604803000,17,10,SV
1672512936000,15,26,GL
1672604916000,33,15,CT
1672658145000,33,15,KP
1672658206000,15,08,GL
1672658302000,17,10,SV
1672604939000,10,17,SV
1672658481000,35L,17,SP
1672513117000,17R,10,SP
1672513405000,16,15,CF
1672659209000,10,17,SV
1672606487000,15,08,GL
1672663490000,35L,17,SP
1672606993000,15,08,GL
1672607567000,20L,02R,RJ
1672607823000,17,10,SV
1672608501000,16,34,CF
1672660603000,32,25,FL
1672660762000,15,08,GL
1672608684000,15,12,KP
1672663644000,35L,17R,SP
1672609106000,10,17,SV
1672661266000,35L,17,SP
1672661655000,35L,17,SP
1672664206000,35L,17R,SP
1672662238000,15,21,GL
1672610729000,17,10,SV
1672611088000,15,33,CT
1672612272000,15,34,KP
1672612479000,10,17,SV
1672613222000,17,10,SV
1672614013000,17R,12,SP
1672662565000,02R,21,RJ
1672664929000,32,07,FL
1672663171000,35L,17,SP
1672665594000,03,32,FL
1672673311000,17,10,SV
1672665747000,32,06,FL
1672673734000,03,32,FL
1672674043000,10,17,SV
1672674387000,17,10,SV
1672674539000,10,17,SV
1672686739000,03,32,FL
1672686925000,32,03,FL
1672687624000,17,10,SV
1672687847000,10,17,SV
1672666084000,20L,02R,RJ
1672687878000,17,10,SV
1672688315000,15,26,GL
1672688643000,15,33,CT
1672675306000,32,03,FL
1672676802000,21,32,FL
1672666316000,15,08,GL
1672666625000,20L,21,RJ
1672690273000,33,19,KP
1672691076000,10,17,SV
1672691235000,17,10,SV
1672691459000,29L,11R,BR
1672666678000,28L,10R,GR
1672666855000,17,10,SV
1672692238000,10,17,SV
1672692316000,17R,16,SP
1672679016000,32,21,FL
1672679072000,20L,21,RJ
1672679696000,11R,21,BR
1672666920000,03,32,FL
1672680092000,17,10,SV
1672667171000,18,21,RF
1672680222000,20L,05,RJ
1672680267000,10,17,SV
1672680439000,28L,17,GR
1672693574000,17,21,SV
1672694164000,17R,25,SP
1672694660000,11,29,PA
1672695181000,33,15,GL
1672695716000,02R,20L,RJ
1672696271000,17,10,SV
1672696761000,29L,32,BR
1672697141000,10,17,SV
1672698161000,17,10,SV
1672698816000,10,17,SV
1672699219000,15,33,GL
1672700175000,15,33,KP
1672700260000,10R,28L,GR
1672700867000,17R,30,SP
1672701509000,35L,17R,SP
1672701575000,29L,12,BR
1672704100000,35L,17,SP
1672710881000,17,10,SV
1672712087000,10,17,SV
1672713649000,33,15,GL
1672718994000,17,10,SV
1672719198000,10,17,SV
1672681544000,17L,35R,SP
1672682486000,17,10,SV
1672683605000,18,05,RF
1672684910000,33,19,KP
1672685035000,10R,28L,GR
1672685186000,32,07,FL
1672685362000,10,17,SV
1672685804000,16,34,CF
1672686068000,17,10,SV
1672686244000,03,32,FL
1672686322000,10,17,SV
1672686592000,32,03,FL
1672724755000,15,33,GL
1672733121000,33,15,CT
1672733754000,29,11,PA
1672736246000,17,10,SV
1672736804000,10,17,SV
1672737356000,15,03,GL
1672738801000,18,15,RF
1672739489000,15,07,GL
1672667241000,32,03,FL
1672740936000,33,15,KP
1672740946000,11L,29R,BR
1672667265000,35,17,SV
1672667411000,10,35,SV
1672753813000,21,14,FL
1672667523000,03,32,FL
1672754124000,14,25,FL
1672754173000,17,10,SV
1672743422000,03,32,FL
1672667670000,34,16,CF
1672744322000,32,03,FL
1672754442000,10,17,SV
1672754516000,29,11,PA
1672754661000,14,21,FL
1672745642000,15,03,GL
1672667759000,32,03,FL
1672668060000,17,10,SV
1672755562000,21,14,FL
1672756207000,34,16,CF
1672746399000,11,29,PA
1672746548000,17,10,SV
1672668261000,10,17,SV
1672746884000,28L,10R,GR
1672668457000,21,32,FL
1672668620000,32,21,FL
1672747445000,10,17,SV
1672668728000,15,08,GL
1672757587000,33,16,GL
1672669121000,21,32,FL
1672758178000,17,10,SV
1672758498000,10,17,SV
1672748812000,14,32,FL
1672748875000,02R,03,RJ
1672669187000,20L,21,RJ
1672669532000,32,21,FL
1672670432000,17,10,SV
1672750364000,14,25,FL
1672670475000,35L,17,SP
1672751037000,03,23,FL
1672672155000,10,17,SV
1672751700000,35L,17,SP
1672751802000,14,03,FL
1672751973000,35,10,SV
1672752360000,29R,11L,BR
1672752820000,33,15,GL
1672752868000,17,35,SV
1672752869000,33,26,GL
1672761261000,18,12,RF
1672761472000,17,10,SV
1672762852000,10,17,SV
1672763448000,11,29,PA
1672763593000,29,11,PA
1672764085000,21,14,FL
1672764368000,14,21,FL
1672764988000,17,10,SV
1672765175000,10,17,SV
1672752929000,10,17,SV
1672753096000,17,10,SV
1672753311000,10,17,SV
1672779493000,14,21,FL
1672766301000,21,14,FL
1672781222000,33,17,KP
1672766830000,14,21,FL
1672781717000,35L,17,SP
1672768100000,02R,21,RJ
1672768235000,21,14,FL
1672768261000,17,10,SV
1672768830000,10,17,SV
1672768840000,35L,17R,SP
1672768908000,20L,21,RJ
1672835259000,11,13,PA
1672835355000,33,35L,KP
1672769005000,17,10,SV
1672769066000,14,21,FL
1672835710000,34,16,CF
1672835743000,11L,34,BR
1672783033000,02R,03,RJ
1672836384000,33,03,GL
1672769708000,20L,02R,RJ
1672784662000,15,03,CT
1672770317000,10,17,SV
1672770332000,11R,29L,BR
1672770704000,11,29,PA
1672786312000,16,34,CF
1672770983000,29L,11R,BR
1672771658000,11R,29L,BR
1672771728000,10,17,SV
1672838540000,17,10,SV
1672838653000,18,12,RF
1672839097000,10,17,SV
1672771900000,17,10,SV
1672792376000,15,33,KP
1672771981000,10R,28L,GR
1672772409000,10,17,SV
1672772440000,35L,30,SP
1672839554000,17,10,SV
1672840121000,10,17,SV
1672808998000,17,10,SV
1672840926000,17,10,SV
1672841372000,33,03,GL
1672841586000,33,16,KP
1672842547000,10,17,SV
1672842758000,17,10,SV
1672842971000,11,13,PA
1672773095000,17,10,SV
1672773615000,10,17,SV
1672773722000,17,10,SV
1672774485000,10,17,SV
1672774518000,21,14,FL
1672774587000,15,33,GL
1672775185000,02R,21,RJ
1672775385000,17,10,SV
1672775616000,10,17,SV
1672775737000,14,21,FL
1672842999000,10,17,SV
1672843446000,02R,03,RJ
1672843843000,18,15,RF
1672845146000,33,07,GL
1672845242000,34,16,CF
1672846281000,35L,17,SP
1672846389000,35L,30,SP
1672846471000,17,10,SV
1672846948000,10,17,SV
1672775932000,02R,20L,RJ
1672775973000,17,10,SV
1672776050000,33,15,KP
1672776264000,21,14,FL
1672778166000,15,08,GL
1672778370000,15,33,CT
1672778771000,10,17,SV
1672847636000,29R,11R,BR
1672809819000,10,17,SV
1672813999000,28R,10L,GR
1672848993000,02R,14,RJ
1672817788000,33,15,KP
1672824096000,18,15,RF
1672826543000,15,08,GL
1672827202000,02R,15,RJ
1672828015000,11L,15,BR
1672828811000,15,08,GL
1672850247000,29L,12,BR
1672828981000,15,03,GL
1672830318000,15,08,GL
1672851330000,14,02R,FL
1672875621000,17,10,SV
1672831312000,17,10,SV
1672878541000,10,17,SV
1672884131000,20L,15,RJ
1672884162000,15,20L,KP
1672831442000,33,15,GL
1672832041000,10,17,SV
1672898329000,10L,28R,GR
1672899410000,34,16,CF
1672903425000,16,34,CF
1672904632000,11L,29R,BR
1672905653000,34,16,CF
1672907179000,29R,11L,BR
1672911517000,32,14,FL
1672912256000,21,32,FL
1672912992000,32,21,FL
1672913168000,02R,20L,RJ
1672913597000,20L,02R,RJ
1672853443000,33,21,GL
1672854055000,33,17,KP
1672855146000,17,10,SV
1672855245000,33,21,GL
1672914472000,17,10,SV
1672914595000,16,34,CF
1672832302000,33,36,KP
1672856418000,20L,02R,RJ
1672832845000,33,03,GL
1672856589000,33,21,GL
1672916853000,10,17,SV
1672917130000,14,32,FL
1672833026000,33,34,KP
1672917427000,32,14,FL
1672857637000,10,17,SV
1672857962000,17R,35L,SP
1672857978000,03,14,FL
1672833166000,33,15,GL
1672833415000,17,10,SV
1672858355000,17,10,SV
1672858425000,14,03,FL
1672858431000,35L,17R,SP
1672858523000,32,14,FL
1672858547000,17R,35L,SP
1672919881000,10,14,SV
1672859351000,15,33,GL
1672921464000,17,10,SV
1672859543000,10,17,SV
1672833740000,33,07,KP
1672859880000,14,32,FL
1672861130000,14,11,FL
1672921870000,10,17,SV
1672861480000,17,10,SV
1672835026000,10,17,SV
1672861557000,20L,05,RJ
1672861637000,10,17,SV
1672862104000,17,10,SV
1672863296000,10,17,SV
1672863323000,15,25,GL
1672863714000,21,14,FL
1672864184000,14,21,FL
1672923126000,14,32,FL
1672923313000,29L,25,BR
1672923835000,10,18,SV
1672924106000,17,10,SV
1672924203000,18,10,RF
1672924254000,20L,21,RJ
1672925658000,21,14,FL
1672925984000,14,21,FL
1672926044000,10,17,SV
1672926613000,21,14,FL
1672927238000,14,21,FL
1672864460000,17,10,SV
1672865629000,10,17,SV
1672866898000,16,34,CF
1672867534000,17,10,SV
1672868297000,10,17,SV
1672868356000,15,33,KP
1672948804000,17,10,SV
1672928107000,34,16,CF
1672949037000,10,17,SV
1672951613000,17,10,SV
1673010563000,10,17,SV
1673012196000,17,14,SV
1672929426000,17,10,SV
1672930729000,20L,21,RJ
1672930872000,21,14,FL
1672930976000,14,21,FL
1672931280000,10,17,SV
1672931322000,21,14,FL
1673012900000,10,17,SV
1673013403000,17,10,SV
1673013579000,21,14,FL
1672931404000,17,10,SV
1672931601000,10,17,SV
1672931910000,17,10,SV
1673013737000,14,21,FL
1672951810000,10,17,SV
1673014547000,21,07,FL
1673014661000,10R,16,GR
1672932167000,14,21,FL
1672932238000,10,17,SV
1672932525000,29L,32,BR
1672952081000,14,07,FL
1672933003000,17,10,SV
1672933411000,35,17,SV
1673015257000,10,17,SV
1673015559000,21,14,FL
1673015658000,14,21,FL
1673015678000,17,10,SV
1672933608000,10,35,SV
1672952488000,21,14,FL
1672934215000,17,10,SV
1672934231000,21,14,FL
1672934395000,14,21,FL
1672934971000,29,11,PA
1672935208000,18,15,RF
1673015833000,21,14,FL
1673016029000,14,21,FL
1673016657000,10,17,SV
1672952647000,14,21,FL
1673017821000,21,14,FL
1672935900000,10R,17,GR
1672936135000,10,17,SV
1672953202000,17,10,SV
1672937495000,11,29,PA
1672937867000,17,10,SV
1672938050000,10,17,SV
1673019384000,14,21,FL
1673020220000,17,10,SV
1673020298000,11,15,CT
1673020541000,15,11,CT
1673021382000,10,17,SV
1673023362000,21,14,FL
1673023650000,14,21,FL
1673023993000,21,14,FL
1673024082000,17,10,SV
1673024263000,14,21,FL
1673024281000,10,17,SV
1672938822000,11,12,PA
1672938931000,17,10,SV
1672939165000,35,17,SV
1672939260000,10,35,SV
1672940235000,02R,20L,RJ
1672941469000,21,14,FL
1672941542000,17,10,SV
1672941567000,14,21,FL
1672941805000,02R,21,RJ
1672941887000,21,14,FL
1672942676000,10,17,SV
1672942816000,14,21,FL
1672943643000,14,05,FL
1673024670000,17,10,SV
1673024852000,10,17,SV
1673025232000,17,10,SV
1673025367000,10,17,SV
1673025487000,29L,14,BR
1673025711000,21,14,FL
1673026208000,14,21,FL
1672943672000,20L,02R,RJ
1672943811000,21,14,FL
1672944112000,17,10,SV
1672944901000,33,15,GL
1672945330000,10,17,SV
1672945596000,14,21,FL
1673026807000,21,18,FL
1673027225000,17,10,SV
1673027806000,15,08,CT
1673028425000,21,17,FL
1673028465000,15,18,CT
1672945861000,21,14,FL
1672946293000,14,21,FL
1672946631000,17,10,SV
1672946855000,21,14,FL
1672946994000,14,21,FL
1672947113000,10,17,SV
1672953864000,10,17,SV
1672947386000,17,10,SV
1672947655000,10,17,SV
1673030269000,14,23,FL
1672954461000,21,14,FL
1673030816000,10,17,SV
1673031000000,21,16,FL
1673031534000,17,10,SV
1673031671000,14,05,FL
1673031814000,21,14,FL
1673031820000,21,14,FL
1673031905000,10,17,SV
1672955094000,14,21,FL
1672958413000,02R,20L,RJ
1673034527000,14,21,FL
1673034751000,17,10,SV
1673035525000,10,17,SV
1672958929000,11R,29R,BR
1673097808000,17,10,SV
1673097977000,17,07,SV
1673036773000,21,14,FL
1673098216000,10,17,SV
1672960203000,28,33,GL
1673098788000,35,10,SV
1673099014000,10,35,SV
1673038566000,14,21,FL
1672960918000,33,28,GL
1672961116000,28,33,GL
1673038969000,17,10,SV
1672962782000,17,10,SV
1673039091000,15,33,KP
1673039173000,10,17,SV
1673039512000,16,34,CF
1672965284000,21,14,FL
1672965856000,14,21,FL
1673040085000,15,18,KP
1673102337000,10,17,SV
1673102396000,29R,11R,BR
1672965918000,10,17,SV
1673102559000,18,12,RF
1673042289000,17,10,SV
1672966908000,17R,16,SP
1673043725000,10,17,SV
1673103502000,17,10,SV
1673104074000,10,17,SV
1673046635000,17,10,SV
1672967647000,29L,11L,BR
1673048032000,10,17,SV
1673048390000,14,07,FL
1673050112000,34,16,CF
1673104500000,17,10,SV
1672967993000,16,34,CF
1673104904000,10,17,SV
1673051930000,21,14,FL
1673052234000,14,21,FL
1673105675000,21,14,FL
1673105924000,14,21,FL
1673054471000,16,34,CF
1673054881000,14,11,FL
1672969275000,20L,02R,RJ
1673056209000,11,14,PA
1672975396000,17,10,SV
1673062211000,34,16,CF
1673062966000,33,28,GL
1673071890000,17,10,SV
1673073978000,15,33,GL
1673074625000,10,17,SV
1673110633000,17,10,SV
1673110701000,10,17,SV
1673111761000,17,10,SV
1673112288000,10,17,SV
1673112365000,20L,02R,RJ
1673083791000,02R,20L,RJ
1673113812000,18,07,RF
1673085692000,11L,29R,BR
1673085885000,32,14,FL
1673114123000,17,10,SV
1672976400000,10,17,SV
1673089210000,14,32,FL
1673091963000,10,25,SV
1672982075000,33,28,GL
1673116140000,10,17,SV
1673116160000,17R,12,SP
1672990219000,11L,29R,BR
1673116226000,15,19,KP
1673116526000,17,10,SV
1673095621000,18,12,RF
1673095730000,10,17,SV
1673117001000,18,05,RF
1673117119000,03,14,FL
1672990813000,34,16,CF
1673117426000,10,17,SV
1672991177000,32,14,FL
1672993263000,29L,11L,BR
1673117638000,14,03,FL
1673117937000,17,10,SV
1673002315000,17R,32,SP
1673119572000,10,17,SV
1673120364000,15,33,KP
1673123505000,20L,21,RJ
1673124498000,10,04,SV
1673003674000,15,34,KP
1673125122000,17,10,SV
1673125550000,10,17,SV
1673125709000,17,10,SV
1673121828000,02R,20L,RJ
1673121954000,20L,02R,RJ
1673006693000,28,33,GL
1673122541000,10,07,SV
1673127277000,02R,20L,RJ
1673127393000,10,17,SV
1673127758000,16,34,CF
1673128593000,20L,02R,RJ
1673130115000,17,10,SV
1673130506000,10,17,SV
1673131799000,02R,20L,RJ
1673134665000,20L,02R,RJ
1673134988000,02R,20L,RJ
1673139100000,17,10,SV
1673139470000,10,17,SV
1673139712000,20L,02R,RJ
1673160487000,32,14,FL
1673169213000,17,10,SV
1673169277000,02L,20L,RJ
1673174002000,02R,21,RJ
1673177529000,29L,24,BR
1673178740000,14,32,FL
1673188821000,14,21,FL
1673189013000,17,10,SV
1673189498000,10,17,SV
1673189932000,17R,09,SP
1673190271000,20L,02R,RJ
1673191443000,17,10,SV
1673193348000,14,07,FL
1673193747000,10,17,SV
1673179770000,21,14,FL
1673006915000,14,32,FL
1673180679000,14,21,FL
1673180860000,10,17,SV
1673194584000,21,14,FL
1673194790000,14,21,FL
1673195512000,21,14,FL
1673010379000,17,10,SV
1673195979000,17,10,SV
1673196120000,10,17,SV
1673182610000,34,16,CF
1673183148000,17R,12,SP
1673183647000,21,14,FL
1673184512000,17R,21,SP
1673196793000,14,21,FL
1673208220000,29L,17,BR
1673208483000,18,16,RF
1673186408000,14,21,FL
1673186551000,17R,18,SP
1673186712000,21,14,FL
1673208739000,10,17,SV
1673186934000,14,21,FL
1673199366000,20L,17,RJ
1673199751000,20L,21,RJ
1673199802000,21,14,FL
1673187404000,21,25,FL
1673209127000,35,10,SV
1673188083000,17R,12,SP
1673200554000,14,21,FL
1673201359000,17,10,SV
1673209451000,17,35,SV
1673188547000,17R,12,SP
1673209451000,21,14,FL
1673209683000,10,17,SV
1673202878000,03,14,FL
1673203253000,14,03,FL
1673203454000,21,14,FL
1673204236000,10,17,SV
1673210397000,15,10,GL
1673205003000,17,10,SV
1673205144000,10,17,SV
1673205186000,14,21,FL
1673210773000,17,10,SV
1673205834000,14,15,FL
1673206046000,15,08,GL
1673211230000,15,08,GL
1673206359000,17,10,SV
1673206445000,21,14,FL
1673207328000,14,21,FL
1673267711000,32,07,FL
1673211583000,16,34,CF
1673268091000,18,10,RF
1673212626000,14,21,FL
1673268480000,10,18,SV
1673268622000,17,10,SV
1673212793000,10,17,SV
1673269214000,10,17,SV
1673269295000,17,10,SV
1673213384000,21,14,FL
1673269457000,03,32,FL
1673213678000,14,21,FL
1673269768000,32,03,FL
1673219571000,21,14,FL
1673270063000,10,17,SV
1673270215000,17,10,SV
1673283791000,10,17,SV
1673220791000,14,21,FL
1673223072000,17,10,SV
1673286210000,17,10,SV
1673271470000,10,17,SV
1673287544000,15,18,KP
1673224244000,10,17,SV
1673287737000,21,14,FL
1673272418000,17,10,SV
1673272607000,11R,10,BR
1673251024000,34,16,CF
1673272782000,10,17,SV
1673273047000,21,32,FL
1673273182000,32,21,FL
1673273273000,18,10,RF
1673273793000,15,23,GL
1673274026000,21,32,FL
1673288668000,14,21,FL
1673289828000,21,14,FL
1673290160000,34,16,CF
1673290588000,10,17,SV
1673290611000,14,21,FL
1673291257000,17,10,SV
1673292015000,10,17,SV
1673274461000,14,21,FL
1673275134000,15,07,KP
1673293248000,14,07,FL
1673275350000,18,12,RF
1673275426000,15,12,KP
1673275527000,21,14,FL
1673275589000,14,21,FL
1673294838000,16,34,CF
1673251603000,11L,29R,BR
1673295388000,17,10,SV
1673276117000,35,10,SV
1673276274000,17,35,SV
1673276970000,14,05,FL
1673296324000,10,17,SV
1673277153000,34,13,CF
1673253806000,32,14,FL
1673277420000,10,17,SV
1673298487000,18,12,RF
1673255608000,15,08,GL
1673299853000,17,10,SV
1673299983000,10,17,SV
1673259636000,15,08,GL
1673301110000,15,12,KP
1673301462000,15,33,KP
1673279266000,17,10,SV
1673279301000,34,27,CF
1673279451000,34,13,CF
1673279687000,10,17,SV
1673280047000,21,14,FL
1673280064000,29L,11R,BR
1673280333000,14,21,FL
1673303231000,16,26,CF
1673309717000,17,10,SV
1673310006000,10,17,SV
1673280874000,17,10,SV
1673281180000,10,17,SV
1673314767000,17,10,SV
1673316147000,10,17,SV
1673281859000,16,34,CF
1673259985000,02R,20L,RJ
1673260759000,15,21,GL
1673283651000,17,10,SV
1673326052000,17,10,SV
1673326861000,10,17,SV
1673332702000,32,14,FL
1673334390000,17,10,SV
1673336328000,10,17,SV
1673345076000,11L,29R,BR
1673345133000,17R,20L,SP
1673345172000,33,15,KP
1673345424000,16,17R,CF
1673346434000,20L,16,RJ
1673347035000,17,10,SV
1673347644000,10,17,SV
1673352876000,33,15,CT
1673262285000,17R,10,SP
1673353469000,35L,17R,SP
1673365238000,17,10,SV
1673262290000,10,17R,SV
1673263217000,20L,02R,RJ
1673365861000,15,33,CT
1673365934000,10,17,SV
1673366675000,32,03,FL
1673366735000,16,13,CF
1673355600000,03,32,FL
1673367232000,17,10,SV
1673356492000,32,03,FL
1673263467000,15,33,KP
1673367490000,10,17,SV
1673263852000,18,05,RF
1673367845000,21,32,FL
1673367902000,16,13,CF
1673368604000,17,10,SV
1673357366000,03,32,FL
1673357736000,32,03,FL
1673264995000,17,10,SV
1673358305000,03,32,FL
1673358553000,32,03,FL
1673368856000,18,12,RF
1673368981000,10,17,SV
1673369236000,16,13,CF
1673369381000,17,10,SV
1673369503000,10,17,SV
1673369811000,32,21,FL
1673370037000,03,32,FL
1673359233000,17,10,SV
1673359443000,10,17,SV
1673265192000,03,32,FL
1673370780000,29R,11L,BR
1673370842000,17,10,SV
1673265553000,10,17,SV
1673371017000,10,17,SV
1673360142000,28L,10R,GR
1673371107000,17,10,SV
1673265690000,17,10,SV
1673371217000,10,17,SV
1673266038000,18,06,RF
1673371309000,20L,21,RJ
1673362129000,21,32,FL
1673362153000,32,21,FL
1673266862000,21,03,FL
1673363063000,18,15,RF
1673363109000,17,15,SV
1673363332000,35L,32,SP
1673363603000,32,33,FL
1673372655000,32,07,FL
1673373062000,16,13,CF
1673373363000,32,03,FL
1673373623000,17,10,SV
1673364318000,03,32,FL
1673364370000,10,17,SV
1673266975000,18,15,RF
1673375602000,17R,35L,SP
1673376156000,34,16,CF
1673267641000,10,17,SV
1673376389000,10,17,SV
1673376791000,29R,34,BR
1673377157000,17,10,SV
1673377299000,35L,17R,SP
1673377347000,03,32,FL
1673377451000,15,13,GL
1673377585000,17R,35L,SP
1673377590000,16,34,CF
1673377606000,18,05,RF
1673435822000,33,16,KP
1673377715000,35L,17R,SP
1673377928000,10,17,SV
1673378241000,29R,15,BR
1673378434000,32,03,FL
1673436031000,33,15,CT
1673379305000,17,10,SV
1673380179000,32,05,FL
1673379446000,17R,35L,SP
1673436407000,15,26,GL
1673379627000,10,17,SV
1673379671000,17,10,SV
1673380805000,21,32,FL
1673381155000,32,21,FL
1673381514000,10,17,SV
1673436426000,18,10,RF
1673381721000,03,32,FL
1673437005000,17,10,SV
1673382108000,11,15,CT
1673382148000,29L,07,BR
1673382331000,17,10,SV
1673382657000,15,11,CT
1673382703000,11R,29R,BR
1673437080000,10,17,SV
1673383497000,17R,16,SP
1673437330000,17,10,SV
1673383771000,10,17,SV
1673384079000,20L,21,RJ
1673437564000,29,31,PA
1673384315000,14,03,FL
1673384498000,15,21,GL
1673449042000,33,07,KP
1673449071000,15,23,GL
1673449355000,10,17,SV
1673449541000,29L,11R,BR
1673384753000,17,10,SV
1673439819000,03,32,FL
1673385074000,17,11,SV
1673385092000,10,17,SV
1673385285000,15,33,KP
1673386336000,15,21,GL
1673388117000,15,23,GL
1673449837000,17,10,SV
1673450171000,34,16,CF
1673450583000,10,17,SV
1673451107000,17,10,SV
1673451543000,03,32,FL
1673451870000,10,17,SV
1673452971000,20L,17,RJ
1673453185000,32,03,FL
1673389321000,11,15,CT
1673390106000,15,11,CT
1673392985000,32,14,FL
1673396002000,10R,28L,GR
1673397154000,17,10,SV
1673397391000,10,17,SV
1673398993000,02R,20L,RJ
1673454146000,21,07,FL
1673439836000,29,31,PA
1673455176000,15,26,GL
1673440779000,10,17,SV
1673455952000,03,32,FL
1673423114000,15,02,GL
1673424520000,17,10,SV
1673424749000,29,11,PA
1673424900000,33,15,CT
1673425869000,15,33,CT
1673456171000,32,03,FL
1673428089000,15,21,GL
1673428330000,20L,02R,RJ
1673441055000,35L,21,SP
1673428713000,10,17,SV
1673457577000,11L,29R,BR
1673430867000,15,08,GL
1673441131000,03,32,FL
1673432180000,33,15,KP
1673458483000,14,32,FL
1673441890000,32,03,FL
1673458751000,33,06,CT
1673460157000,14,32,FL
1673460907000,17,10,SV
